"lvl_def_id","nb_success","nb_attempts","nb_people_there_atm","nb_churners","nb_users_been_there","nb_couldvechurned","avg_regular_torpedoes_used","avg_regular_torpedoes_left","avg_triple_torpedoes_used","avg_homing_torpedoes_used","game_length","lvl","APS","churn_rate","avg_time_spend","fun","AirCarrier","AirCarrier2","Attacker","Battleship","Battleship2","Bulker","Bulker2","Bulker3_planes","Destroyer","Destroyer2","Destroyer3","Destroyer3_ram","Destroyer3_shootBack","Hospital","Iceberg","Mountain","Mountain2","Mountain3","Mountain4","Mountain5","Plane1","Plane2","Plane2_shootBack","SmallTorpedoBoat","Submarine","SubmarineDive","Tanker","Tanker2","Transport","Transport2","Triton","TritonDive","NightVision","Underwater","ArcticSnow","LightRain","LightSnow","Regular","StormRain"
"Level_90013",9392,10585,416,189,7972,5311,5.1,2.2,0.19,0.16,630577154,83,1.12702299829642,0.0355865185464131,79.0989907175113,0.531313198376122,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Level_90042",9537,11365,550,249,8206,5514,8.1,3.3,0.27,0.3,1238629744,84,1.19167453077488,0.0451577801958651,150.941962466488,1.01028049885375,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Level_73",6148,10255,471,188,6250,4060,6.1,2.2,0.29,0.41,1058023693,85,1.66802212101496,0.0463054187192118,169.28379088,1.72520599743187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Level_20089",6561,8920,319,129,6324,4109,4.5,1.3,0.2,0.21,634911071,86,1.35954884926078,0.0313944998783159,100.397070050601,0.314410397002408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Level_56",9332,10568,428,215,8064,5426,2.6,1.8,0.05,0.19,437830787,87,1.13244749249893,0.0396240324364173,54.2944924355159,1.67935836562751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_90078",9145,10501,464,201,7785,5197,6.2,3,0.17,0.18,891713401,88,1.14827774740295,0.0386761593226862,114.542504945408,1.32714664666596,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Level_125",13296,22103,1351,618,13904,9428,5,1.5,0.15,0.32,1987514794,89,1.66237966305656,0.0655494272380144,142.945540420023,1.73857674365253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Level_84",6456,7986,332,144,6246,4074,6.7,2.9,0.29,0.39,713937318,90,1.23698884758364,0.0353460972017673,114.303124879923,3.22905635906208,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Level_18",12062,12542,451,244,8821,6016,5,2.4,0.15,0.08,638833064,91,1.03979439562262,0.0405585106382979,72.4218415145675,1.51876912331542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Level_110",9134,9435,374,170,7687,5111,8.7,9.4,0.18,0.13,816956297,92,1.03295379899277,0.0332615926433183,106.27765018863,3.10613539949797,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_81",6359,7879,342,124,6160,4012,9,3.6,0.41,0.42,749199814,93,1.23903129422865,0.0309072781655035,121.623346428571,3.34089018304284,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Level_90056",8985,11326,423,196,7715,5159,2.5,1.1,0.07,0.2,495293489,94,1.26054535336672,0.0379918588873813,64.1987672067401,2.17062964948966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_104",9415,9666,355,165,7754,5217,2.8,5.2,0.05,0.04,371956735,95,1.02665958576739,0.031627372052904,47.9696588857364,2.36903694107206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Level_20082",6220,7955,296,123,6017,3903,6.4,2.2,0.33,0.38,710631687,96,1.27893890675241,0.0315142198308993,118.103986538142,3.423301174345,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Level_43",6260,7271,296,124,6011,3872,5.2,3.1,0.18,0.21,713684577,97,1.16150159744409,0.0320247933884297,118.729758276493,2.94838055652743,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_80",6164,8321,5095,3181,6019,3924,6.1,1.9,0.19,0.33,568421583,98,1.34993510707333,0.810652395514781,94.4378772221299,0.222966819178288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_14",4198,4577,192,108,3259,2304,6.9,2.3,0.21,0.19,316272349,99,1.09028108623154,0.046875,97.0458266339368,2.38209529271527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Level_90082",4181,5923,314,178,2872,2120,7.5,2.2,0.28,0.37,590586530,100,1.41664673523081,0.0839622641509434,205.635978412256,1.39183560582901,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Level_127",3846,5798,318,168,2718,1953,5.6,2.8,0.15,0.28,640397210,101,1.50754030161206,0.0860215053763441,235.613395879323,1.05640117680607,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Level_90052",4057,4622,249,134,2715,1970,3.5,1.7,0.07,0.12,194531456,102,1.13926546709391,0.0680203045685279,71.6506283609576,1.91327420887865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Level_122",4189,4708,278,144,2782,2015,5.2,2.1,0.11,0.11,331883605,103,1.12389591788016,0.0714640198511166,119.296766714594,1.23338921590466,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
